0.0019455	0.31999
0.0038911	0.66316
0.0058366	0.86648
0.0077821	0.96656
0.0097276	1
0.011673	0.93253
0.013619	-0.34515
0.015564	-0.44781
0.01751	-0.48336
0.019455	-0.5189
0.021401	-0.55209
0.023346	-0.59392
0.025292	-0.68945
0.027237	-0.81781
0.029183	-0.91316
0.031128	-0.78497
0.033074	-0.38476
0.035019	-0.076951
0.036965	0.086752
0.038911	0.21784
0.040856	0.29985
0.042802	0.32102
0.044747	0.32677
0.046693	0.33102
0.048638	0.3338
0.050584	0.33514
0.052529	0.32802
0.054475	0.29396
0.05642	0.26859
0.058366	0.25177
0.060311	0.23896
0.062257	0.23429
0.064202	0.24808
0.066148	0.27332
0.068093	0.2945
0.070039	0.31735
0.071984	0.33727
0.07393	0.34648
0.075875	0.14177
0.077821	-0.37562
0.079767	-0.87791
0.081712	-0.89059
0.083658	-0.89326
0.085603	-0.80043
0.087549	-0.65179
0.089494	-0.47611
0.09144	-0.27827
0.093385	-0.074001
0.095331	0.10743
0.097276	0.24002
0.099222	0.29809
0.10117	0.31486
0.10311	0.31903
0.10506	0.32185
0.107	0.32347
0.10895	0.32406
0.11089	0.31521
0.11284	0.29185
0.11479	0.26807
0.11673	0.25313
0.11868	0.23954
0.12062	0.23031
0.12257	0.22912
0.12451	0.23333
0.12646	0.23991
0.1284	0.24646
0.13035	0.25062
0.1323	0.24505
0.13424	0.20885
0.13619	-0.015198
0.13813	-0.2673
0.14008	-0.34262
0.14202	-0.42791
0.14397	-0.42477
0.14591	-0.41847
0.14786	-0.40802
0.14981	-0.36234
0.15175	-0.2916
0.1537	-0.19553
0.15564	-0.093273
0.15759	-0.0030751
0.15953	0.089305
0.16148	0.14768
0.16342	0.18526
0.16537	0.20179
0.16732	0.20756
0.16926	0.211
0.17121	0.21146
0.17315	0.20567
0.1751	0.19503
0.17704	0.18266
0.17899	0.1717
0.18093	0.16365
0.18288	0.15677
0.18482	0.14909
0.18677	0.13862
0.18872	0.12337
0.19066	0.080138
0.19261	0.0028842
0.19455	-0.093647
0.1965	-0.18345
0.19844	-0.22087
0.20039	-0.24756
0.20233	-0.25953
0.20428	-0.25981
0.20623	-0.25433
0.20817	-0.22079
0.21012	-0.1688
0.21206	-0.11249
0.21401	-0.063461
0.21595	-0.0069556
0.2179	0.04728
0.21984	0.080277
0.22179	0.088373
0.22374	0.094356
0.22568	0.099036
0.22763	0.1024
0.22957	0.10443
0.23152	0.10511
0.23346	0.10345
0.23541	0.098763
0.23735	0.091573
0.2393	0.082384
0.24125	0.071706
0.24319	0.060049
0.24514	0.04736
0.24708	0.030436
0.24903	0.0072266
0.25097	-0.024014
0.25292	-0.090696
0.25486	-0.14445
0.25681	-0.16997
0.25875	-0.16849
0.2607	-0.16494
0.26265	-0.15984
0.26459	-0.15374
0.26654	-0.14395
0.26848	-0.12755
0.27043	-0.10693
0.27237	-0.084535
0.27432	-0.062808
0.27626	-0.042372
0.27821	-0.020829
0.28016	0.00026162
0.2821	0.02051
0.28405	0.043459
0.28599	0.06294
0.28794	0.07142
0.28988	0.070491
0.29183	0.068005
0.29377	0.064614
0.29572	0.060962
0.29767	0.05753
0.29961	0.054005
0.30156	0.049899
0.3035	0.044727
0.30545	0.038004
0.30739	0.027892
0.30934	-0.0011971
0.31128	-0.037038
0.31323	-0.05843
0.31518	-0.067327
0.31712	-0.074797
0.31907	-0.080552
0.32101	-0.084303
0.32296	-0.08576
0.3249	-0.082045
0.32685	-0.0714
0.32879	-0.056901
0.33074	-0.041651
0.33268	-0.028728
0.33463	-0.016548
0.33658	-0.0030656
0.33852	0.010982
0.34047	0.024856
0.34241	0.037819
0.34436	0.049133
0.3463	0.058061
0.34825	0.063865
0.35019	0.065807
0.35214	0.063886
0.35409	0.058991
0.35603	0.051847
0.35798	0.043181
0.35992	0.033721
0.36187	0.024001
0.36381	0.010948
0.36576	-0.0048216
0.3677	-0.020755
0.36965	-0.034907
0.3716	-0.050599
0.37354	-0.065825
0.37549	-0.076856
0.37743	-0.080056
0.37938	-0.076418
0.38132	-0.068503
0.38327	-0.057628
0.38521	-0.045108
0.38716	-0.027993
0.38911	-0.0018992
0.39105	0.016215
0.393	0.025808
0.39494	0.033916
0.39689	0.039877
0.39883	0.043029
0.40078	0.043154
0.40272	0.041901
0.40467	0.039605
0.40661	0.036386
0.40856	0.032366
0.41051	0.027664
0.41245	0.019005
0.4144	0.0014679
0.41634	-0.020129
0.41829	-0.040631
0.42023	-0.055326
0.42218	-0.06826
0.42412	-0.077979
0.42607	-0.079818
0.42802	-0.075647
0.42996	-0.067681
0.43191	-0.057143
0.43385	-0.045255
0.4358	-0.033241
0.43774	-0.022322
0.43969	-0.012652
0.44163	-0.0013361
0.44358	0.0096963
0.44553	0.017938
0.44747	0.020899
0.44942	0.020899
0.45136	0.020899
0.45331	0.020899
0.45525	0.020899
0.4572	0.018299
0.45914	0.010555
0.46109	0.0002438
0.46304	-0.010003
0.46498	-0.018837
0.46693	-0.028262
0.46887	-0.037434
0.47082	-0.045266
0.47276	-0.051804
0.47471	-0.058434
0.47665	-0.064617
0.4786	-0.069758
0.48054	-0.073264
0.48249	-0.074541
0.48444	-0.074541
0.48638	-0.074541
0.48833	-0.074541
0.49027	-0.074541
0.49222	-0.074541
0.49416	-0.071528
0.49611	-0.061626
0.49805	-0.047009
0.5	-0.029947
